"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"267","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","tamanho sepala",3.3,"cm"
"268","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","largura sepala",1,"cm"
"269","Site2_1930-02-13","Site2_1930-02-13_A62","Edgar Anderson","tamanho petala",5.9,"cm"
"270","Site2_1930-02-13","Site2_1930-02-13_A62","Edgar Anderson","largura petala",3,"cm"
"271","Site2_1930-02-13","Site2_1930-02-13_A62","Edgar Anderson","tamanho sepala",4.2,"cm"
"272","Site2_1930-02-13","Site2_1930-02-13_A62","Edgar Anderson","largura sepala",1.5,"cm"
"273","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","tamanho petala",5.6,"cm"
"274","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","largura petala",2.5,"cm"
"275","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","tamanho sepala",3.9,"cm"
"276","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","largura sepala",1.1,"cm"
"277","Site2_1930-02-13","Site2_1930-02-13_A71","Edgar Anderson","tamanho petala",5.9,"cm"
"278","Site2_1930-02-13","Site2_1930-02-13_A71","Edgar Anderson","largura petala",3.2,"cm"
"279","Site2_1930-02-13","Site2_1930-02-13_A71","Edgar Anderson","tamanho sepala",4.8,"cm"
"280","Site2_1930-02-13","Site2_1930-02-13_A71","Edgar Anderson","largura sepala",1.8,"cm"
"281","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","tamanho petala",6.6,"cm"
"282","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","largura petala",3,"cm"
"283","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","tamanho sepala",4.4,"cm"
"284","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","largura sepala",1.4,"cm"
"285","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","tamanho petala",6,"cm"
"286","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","largura petala",2.9,"cm"
"287","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","tamanho sepala",4.5,"cm"
"288","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","largura sepala",1.5,"cm"
"289","Site1_1929-12-01","Site1_1929-12-01_A81","Edgar Anderson","tamanho petala",5.5,"cm"
"290","Site1_1929-12-01","Site1_1929-12-01_A81","Edgar Anderson","largura petala",2.4,"cm"
"291","Site1_1929-12-01","Site1_1929-12-01_A81","Edgar Anderson","tamanho sepala",3.8,"cm"
"292","Site1_1929-12-01","Site1_1929-12-01_A81","Edgar Anderson","largura sepala",1.1,"cm"
"293","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","tamanho petala",5.5,"cm"
"294","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","largura petala",2.4,"cm"
"295","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","tamanho sepala",3.7,"cm"
"296","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","largura sepala",1,"cm"
"297","Site1_1929-12-01","Site1_1929-12-01_A87","Edgar Anderson","tamanho petala",6.7,"cm"
"298","Site1_1929-12-01","Site1_1929-12-01_A87","Edgar Anderson","largura petala",3.1,"cm"
"299","Site1_1929-12-01","Site1_1929-12-01_A87","Edgar Anderson","tamanho sepala",4.7,"cm"
"300","Site1_1929-12-01","Site1_1929-12-01_A87","Edgar Anderson","largura sepala",1.5,"cm"
"301","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","tamanho petala",6.3,"cm"
"302","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","largura petala",2.3,"cm"
"303","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","tamanho sepala",4.4,"cm"
"304","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","largura sepala",1.3,"cm"
"305","Site1_1929-12-01","Site1_1929-12-01_A93","Edgar Anderson","tamanho petala",5.8,"cm"
"306","Site1_1929-12-01","Site1_1929-12-01_A93","Edgar Anderson","largura petala",2.6,"cm"
"307","Site1_1929-12-01","Site1_1929-12-01_A93","Edgar Anderson","tamanho sepala",4,"cm"
"308","Site1_1929-12-01","Site1_1929-12-01_A93","Edgar Anderson","largura sepala",1.2,"cm"
"309","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","tamanho petala",5.6,"cm"
"310","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","largura petala",2.7,"cm"
"311","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","tamanho sepala",4.2,"cm"
"312","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","largura sepala",1.3,"cm"
"313","Site1_1929-12-01","Site1_1929-12-01_A75","Edgar Anderson","tamanho petala",6.4,"cm"
"314","Site1_1929-12-01","Site1_1929-12-01_A75","Edgar Anderson","largura petala",2.9,"cm"
"315","Site1_1929-12-01","Site1_1929-12-01_A75","Edgar Anderson","tamanho sepala",4.3,"cm"
"316","Site1_1929-12-01","Site1_1929-12-01_A75","Edgar Anderson","largura sepala",1.3,"cm"
"317","Site1_1929-12-01","Site1_1929-12-01_A96","Edgar Anderson","tamanho petala",5.7,"cm"
"318","Site1_1929-12-01","Site1_1929-12-01_A96","Edgar Anderson","largura petala",3,"cm"
"319","Site1_1929-12-01","Site1_1929-12-01_A96","Edgar Anderson","tamanho sepala",4.2,"cm"
"320","Site1_1929-12-01","Site1_1929-12-01_A96","Edgar Anderson","largura sepala",1.2,"cm"
"321","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","tamanho petala",5.5,"cm"
"322","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","largura petala",2.6,"cm"
"323","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","tamanho sepala",4.4,"cm"
"324","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","largura sepala",1.2,"cm"
"325","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","tamanho petala",6.7,"cm"
"326","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","largura petala",3.1,"cm"
"327","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","tamanho sepala",4.4,"cm"
"328","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","largura sepala",1.4,"cm"
"329","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","tamanho petala",6.3,"cm"
"330","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","largura petala",3.3,"cm"
"331","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","tamanho sepala",4.7,"cm"
"332","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","largura sepala",1.6,"cm"
"333","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","tamanho petala",6.5,"cm"
"334","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","largura petala",2.8,"cm"
"335","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","tamanho sepala",4.6,"cm"
"336","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","largura sepala",1.5,"cm"
"337","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","tamanho petala",6.1,"cm"
"338","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","largura petala",2.8,"cm"
"339","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","tamanho sepala",4.7,"cm"
"340","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","largura sepala",1.2,"cm"
"341","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","tamanho petala",6.1,"cm"
"342","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","largura petala",2.9,"cm"
"343","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","tamanho sepala",4.7,"cm"
"344","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","largura sepala",1.4,"cm"
"345","Site1_1929-12-01","Site1_1929-12-01_A69","Edgar Anderson","tamanho petala",6.2,"cm"
"346","Site1_1929-12-01","Site1_1929-12-01_A69","Edgar Anderson","largura petala",2.2,"cm"
"347","Site1_1929-12-01","Site1_1929-12-01_A69","Edgar Anderson","tamanho sepala",4.5,"cm"
"348","Site1_1929-12-01","Site1_1929-12-01_A69","Edgar Anderson","largura sepala",1.5,"cm"
"349","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","tamanho petala",6,"cm"
"350","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","largura petala",3.4,"cm"
"351","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","tamanho sepala",4.5,"cm"
"352","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","largura sepala",1.6,"cm"
"353","Site1_1929-12-01","Site1_1929-12-01_A84","Edgar Anderson","tamanho petala",5.1,"cm"
"354","Site1_1929-12-01","Site1_1929-12-01_A84","Edgar Anderson","largura petala",1.6,"cm"
"355","Site1_1929-12-01","Site1_1929-12-01_A84","Edgar Anderson","tamanho sepala",6,"cm"
"356","Site1_1929-12-01","Site1_1929-12-01_A84","Edgar Anderson","largura sepala",2.7,"cm"
"357","Site2_1930-02-13","Site2_1930-02-13_A53","Edgar Anderson","tamanho petala",4.9,"cm"
"358","Site2_1930-02-13","Site2_1930-02-13_A53","Edgar Anderson","largura petala",1.5,"cm"
"359","Site2_1930-02-13","Site2_1930-02-13_A53","Edgar Anderson","tamanho sepala",6.9,"cm"
"360","Site2_1930-02-13","Site2_1930-02-13_A53","Edgar Anderson","largura sepala",3.1,"cm"
"361","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","tamanho petala",4.3,"cm"
"362","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","largura petala",1.3,"cm"
"363","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","tamanho sepala",6.2,"cm"
"364","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","largura sepala",2.9,"cm"
"365","Site3_1929-12-05","Site3_1929-12-05_A94","Edgar Anderson","tamanho petala",3.3,"cm"
"366","Site3_1929-12-05","Site3_1929-12-05_A94","Edgar Anderson","largura petala",1,"cm"
"367","Site3_1929-12-05","Site3_1929-12-05_A94","Edgar Anderson","tamanho sepala",5,"cm"
"368","Site3_1929-12-05","Site3_1929-12-05_A94","Edgar Anderson","largura sepala",2.3,"cm"
"369","Site1_1929-12-01","Site1_1929-12-01_A108","Edgar Anderson","tamanho petala",6.3,"cm"
"370","Site1_1929-12-01","Site1_1929-12-01_A108","Edgar Anderson","largura petala",1.8,"cm"
"371","Site1_1929-12-01","Site1_1929-12-01_A108","Edgar Anderson","tamanho sepala",7.3,"cm"
"372","Site1_1929-12-01","Site1_1929-12-01_A108","Edgar Anderson","largura sepala",2.9,"cm"
"373","Site1_1929-12-01","Site1_1929-12-01_A111","Edgar Anderson","tamanho petala",5.1,"cm"
"374","Site1_1929-12-01","Site1_1929-12-01_A111","Edgar Anderson","largura petala",2,"cm"
"375","Site1_1929-12-01","Site1_1929-12-01_A111","Edgar Anderson","tamanho sepala",6.5,"cm"
"376","Site1_1929-12-01","Site1_1929-12-01_A111","Edgar Anderson","largura sepala",3.2,"cm"
"377","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","tamanho petala",5.5,"cm"
"378","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","largura petala",1.8,"cm"
"379","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","tamanho sepala",6.5,"cm"
"380","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","largura sepala",3,"cm"
"381","Site1_1929-12-01","Site1_1929-12-01_A120","Edgar Anderson","tamanho petala",5,"cm"
"382","Site1_1929-12-01","Site1_1929-12-01_A120","Edgar Anderson","largura petala",1.5,"cm"
"383","Site1_1929-12-01","Site1_1929-12-01_A120","Edgar Anderson","tamanho sepala",6,"cm"
"384","Site1_1929-12-01","Site1_1929-12-01_A120","Edgar Anderson","largura sepala",2.2,"cm"
"385","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","tamanho petala",4.9,"cm"
"386","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","largura petala",2,"cm"
"387","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","tamanho sepala",5.6,"cm"
"388","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","largura sepala",2.8,"cm"
"389","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","tamanho petala",6.1,"cm"
"390","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","largura petala",1.9,"cm"
"391","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","tamanho sepala",7.4,"cm"
"392","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","largura sepala",2.8,"cm"
"393","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","tamanho petala",5.4,"cm"
"394","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","largura petala",2.1,"cm"
"395","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","tamanho sepala",6.9,"cm"
"396","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","largura sepala",3.1,"cm"
"397","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","tamanho petala",5.8,"cm"
"398","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","largura petala",1.8,"cm"
"399","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","tamanho sepala",6.7,"cm"
"400","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","largura sepala",2.5,"cm"
"401","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","tamanho petala",5.1,"cm"
"402","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","largura petala",2.4,"cm"
"403","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","tamanho sepala",5.8,"cm"
"404","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","largura sepala",2.8,"cm"
"405","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","tamanho petala",6.1,"cm"
"406","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","largura petala",2.3,"cm"
"407","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","tamanho sepala",7.7,"cm"
"408","Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","largura sepala",3,"cm"
"409","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","tamanho petala",5.1,"cm"
"410","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","largura petala",2.3,"cm"
"411","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","tamanho sepala",6.9,"cm"
"412","Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","largura sepala",3.1,"cm"
"413","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","tamanho petala",5.5,"cm"
"414","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","largura petala",2.6,"cm"
"415","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","tamanho sepala",4.4,"cm"
"416","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","largura sepala",1.2,"cm"
"417","Site1_1929-12-01","Site1_1929-12-01_A42","Edgar Anderson","tamanho petala",4.5,"cm"
"418","Site1_1929-12-01","Site1_1929-12-01_A42","Edgar Anderson","largura petala",2.3,"cm"
"419","Site1_1929-12-01","Site1_1929-12-01_A42","Edgar Anderson","tamanho sepala",1.3,"cm"
"420","Site1_1929-12-01","Site1_1929-12-01_A42","Edgar Anderson","largura sepala",0.3,"cm"
"421","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","tamanho petala",6.5,"cm"
"422","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","largura petala",3,"cm"
"423","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","tamanho sepala",5.8,"cm"
"424","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","largura sepala",2.2,"cm"
"425","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","tamanho petala",6.8,"cm"
"426","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","largura petala",3,"cm"
"427","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","tamanho sepala",5.5,"cm"
"428","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","largura sepala",2.1,"cm"
"429","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","tamanho petala",6.7,"cm"
"430","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","largura petala",3.1,"cm"
"431","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","tamanho sepala",4.4,"cm"
"432","Site1_1929-12-01","Site1_1929-12-01_A66","Edgar Anderson","largura sepala",1.4,"cm"
"433","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","tamanho petala",6.3,"cm"
"434","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","largura petala",2.5,"cm"
"435","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","tamanho sepala",5,"cm"
"436","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","largura sepala",1.9,"cm"
"437","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","tamanho petala",6.3,"cm"
"438","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","largura petala",3.3,"cm"
"439","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","tamanho sepala",4.7,"cm"
"440","Site1_1929-12-01","Site1_1929-12-01_A57","Edgar Anderson","largura sepala",1.6,"cm"
"441","Site1_1929-12-01","Site1_1929-12-01_A30","Edgar Anderson","tamanho petala",4.7,"cm"
"442","Site1_1929-12-01","Site1_1929-12-01_A30","Edgar Anderson","largura petala",3.2,"cm"
"443","Site1_1929-12-01","Site1_1929-12-01_A30","Edgar Anderson","tamanho sepala",1.6,"cm"
"444","Site1_1929-12-01","Site1_1929-12-01_A30","Edgar Anderson","largura sepala",0.2,"cm"
"445","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","tamanho petala",6.5,"cm"
"446","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","largura petala",2.8,"cm"
"447","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","tamanho sepala",4.6,"cm"
"448","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","largura sepala",1.5,"cm"
"449","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","tamanho petala",6.1,"cm"
"450","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","largura petala",2.8,"cm"
"451","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","tamanho sepala",4.7,"cm"
"452","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","largura sepala",1.2,"cm"
"453","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","tamanho petala",6.3,"cm"
"454","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","largura petala",2.9,"cm"
"455","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","tamanho sepala",5.6,"cm"
"456","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","largura sepala",1.8,"cm"
"457","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","tamanho petala",7.7,"cm"
"458","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","largura petala",2.8,"cm"
"459","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","tamanho sepala",6.7,"cm"
"460","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","largura sepala",2,"cm"
"461","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","tamanho petala",7.9,"cm"
"462","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","largura petala",3.8,"cm"
"463","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","tamanho sepala",6.4,"cm"
"464","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","largura sepala",2,"cm"
"465","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","tamanho petala",7.2,"cm"
"466","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","largura petala",3,"cm"
"467","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","tamanho sepala",5.8,"cm"
"468","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","largura sepala",1.6,"cm"
"469","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","tamanho petala",7.1,"cm"
"470","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","largura petala",3,"cm"
"471","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","tamanho sepala",5.9,"cm"
"472","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","largura sepala",2.1,"cm"
"473","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","tamanho petala",6.9,"cm"
"474","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","largura petala",3.2,"cm"
"475","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","tamanho sepala",5.7,"cm"
"476","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","largura sepala",2.3,"cm"
"477","Site1_1929-12-01","Site1_1929-12-01_A123","Edgar Anderson","tamanho petala",7.7,"cm"
"478","Site1_1929-12-01","Site1_1929-12-01_A123","Edgar Anderson","largura petala",2.8,"cm"
"479","Site1_1929-12-01","Site1_1929-12-01_A123","Edgar Anderson","tamanho sepala",6.7,"cm"
"480","Site1_1929-12-01","Site1_1929-12-01_A123","Edgar Anderson","largura sepala",2,"cm"
"481","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","tamanho petala",6.3,"cm"
"482","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","largura petala",2.8,"cm"
"483","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","tamanho sepala",5.1,"cm"
"484","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","largura sepala",1.5,"cm"
"485","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","tamanho petala",6.3,"cm"
"486","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","largura petala",3.4,"cm"
"487","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","tamanho sepala",5.6,"cm"
"488","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","largura sepala",2.4,"cm"
"489","Site1_1929-12-01","Site1_1929-12-01_A138","Edgar Anderson","tamanho petala",6.4,"cm"
"490","Site1_1929-12-01","Site1_1929-12-01_A138","Edgar Anderson","largura petala",3.1,"cm"
"491","Site1_1929-12-01","Site1_1929-12-01_A138","Edgar Anderson","tamanho sepala",5.5,"cm"
"492","Site1_1929-12-01","Site1_1929-12-01_A138","Edgar Anderson","largura sepala",1.8,"cm"
"493","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","tamanho petala",6.5,"cm"
"494","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","largura petala",3,"cm"
"495","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","tamanho sepala",5.2,"cm"
"496","Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","largura sepala",2,"cm"
"497","Site1_1929-12-01","Site1_1929-12-01_A150","Edgar Anderson","tamanho petala",5.9,"cm"
"498","Site1_1929-12-01","Site1_1929-12-01_A150","Edgar Anderson","largura petala",3,"cm"
"499","Site1_1929-12-01","Site1_1929-12-01_A150","Edgar Anderson","tamanho sepala",5.1,"cm"
"500","Site1_1929-12-01","Site1_1929-12-01_A150","Edgar Anderson","largura sepala",1.8,"cm"
"501","ste2_1930-02-13","ste2_1930-02-13_A119","Edgar Anderson","tamanho petala",7.7,"cm"
"502","ste2_1930-02-13","ste2_1930-02-13_A119","Edgar Anderson","largura petala",2.6,"cm"
"503","ste2_1930-02-13","ste2_1930-02-13_A119","Edgar Anderson","tamanho sepala",6.9,"cm"
"504","ste2_1930-02-13","ste2_1930-02-13_A119","Edgar Anderson","largura sepala",2.3,"cm"
"505","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","tamanho petala",6.2,"cm"
"506","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","largura petala",2.8,"cm"
"507","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","tamanho sepala",4.8,"cm"
"508","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","largura sepala",1.8,"cm"
"509","Site1_1929-12-01","Site1_1929-12-01_A129","Edgar Anderson","tamanho petala",6.4,"cm"
"510","Site1_1929-12-01","Site1_1929-12-01_A129","Edgar Anderson","largura petala",2.8,"cm"
"511","Site1_1929-12-01","Site1_1929-12-01_A129","Edgar Anderson","tamanho sepala",5.6,"cm"
"512","Site1_1929-12-01","Site1_1929-12-01_A129","Edgar Anderson","largura sepala",2.1,"cm"
"513","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","tamanho petala",6.2,"cm"
"514","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","largura petala",3.4,"cm"
"515","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","tamanho sepala",5.4,"cm"
"516","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","largura sepala",2.3,"cm"
"517","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","tamanho petala",6.5,"cm"
"518","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","largura petala",3,"cm"
"519","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","tamanho sepala",5.8,"cm"
"520","Site1_1929-12-01","Site1_1929-12-01_A105","Edgar Anderson","largura sepala",2.2,"cm"
"521","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","tamanho petala",6.8,"cm"
"522","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","largura petala",3,"cm"
"523","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","tamanho sepala",5.5,"cm"
"524","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","largura sepala",2.1,"cm"
"525","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","tamanho petala",6.3,"cm"
"526","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","largura petala",2.5,"cm"
"527","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","tamanho sepala",5,"cm"
"528","Site1_1929-12-01","Site1_1929-12-01_A147","Edgar Anderson","largura sepala",1.9,"cm"
"529","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","tamanho petala",6.3,"cm"
"530","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","largura petala",2.9,"cm"
"531","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","tamanho sepala",5.6,"cm"
"532","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","largura sepala",1.8,"cm"
"533","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","tamanho petala",7.7,"cm"
